name,brand,location,year,vehicle_age,kilometers_driven,fuel_type,transmission,owner_type,mileage_kmpl,engine_cc,power_bhp,seats,price
Maruti Ertiga ZDI,Maruti,Mumbai,2016,4,33000.0,Diesel,Manual,First,25.47,1248.0,88.5,7.0,8.5
Honda City 1.5 GXI,Honda,Ahmedabad,2007,13,60006.0,Petrol,Manual,First,,,,,2.95
Honda Amaze S i-Dtech,Honda,Kolkata,2014,6,52000.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.5
Hyundai i10 Magna,Hyundai,Jaipur,2015,5,43571.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.55
Honda Amaze S i-Dtech,Honda,Kolkata,2013,7,50000.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.25
Skoda Laura Ambiente,Skoda,Hyderabad,2008,12,113000.0,Diesel,Manual,First,17.5,1896.0,106.0,5.0,4.5
Renault Duster 85PS Diesel RxL,Renault,Delhi,2014,6,90000.0,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.35
Mahindra NuvoSport N6,Mahindra,Chennai,2017,3,29000.0,Diesel,Manual,Second,17.45,1493.0,100.0,7.0,6.5
Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,Mumbai,2016,4,20000.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.0
Hyundai i20 Asta Option 1.2,Hyundai,Kochi,2016,4,61012.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.0
Skoda Fabia 1.4 MPI Ambiente,Skoda,Jaipur,2009,11,87459.0,Petrol,Manual,First,14.7,1390.0,85.0,5.0,2.75
Tata Indigo eCS GLX,Tata,Pune,2010,10,70500.0,Petrol,Manual,First,15.64,1193.0,64.1,5.0,1.5
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Audi,Delhi,2015,5,64103.0,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,19.9
Skoda Octavia Elegance 1.8 TSI AT,Skoda,Mumbai,2014,6,76000.0,Petrol,Automatic,First,14.7,1798.0,177.5,5.0,10.0
Toyota Etios Liva GD SP,Toyota,Delhi,2014,6,104000.0,Diesel,Manual,First,23.59,1364.0,67.06,5.0,3.0
Maruti Swift 1.3 VXi,Maruti,Kolkata,2010,10,42001.0,Petrol,Manual,First,16.1,,,,2.11
Mercedes-Benz B Class B180,Mercedes-Benz,Kochi,2014,6,37245.0,Petrol,Automatic,First,14.8,1595.0,120.7,5.0,11.96
Honda Amaze S Diesel,Honda,Kolkata,2013,7,45000.0,Diesel,Manual,First,27.4,1498.0,98.6,5.0,3.25
Hyundai Verna 1.6 SX,Hyundai,Jaipur,2012,8,117837.0,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,4.75
Renault Duster 85PS Diesel RxL Optional,Renault,Mumbai,2014,6,30000.0,Diesel,Manual,First,20.46,1461.0,83.8,5.0,5.95
Hyundai Creta 1.6 VTVT S,Hyundai,Delhi,2015,5,27057.0,Petrol,Manual,Second,15.29,1591.0,121.3,5.0,8.15
Maruti Wagon R AMT VXI,Maruti,Mumbai,2016,4,8500.0,Petrol,Automatic,First,20.51,998.0,67.0,5.0,4.22
Mercedes-Benz New C-Class C250 Avantgarde,Mercedes-Benz,Kolkata,2010,10,30500.0,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,10.5
Audi A8 L 3.0 TDI quattro,Audi,Delhi,2012,8,56000.0,Diesel,Automatic,First,11.8,2967.0,246.7,5.0,45.0
Hyundai i10 Magna 1.1,Hyundai,Pune,2012,8,44000.0,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2.9
Skoda Rapid 1.6 MPI AT Style Black Package,Skoda,Mumbai,2017,3,10500.0,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,8.9
Skoda Superb Style 1.8 TSI AT,Skoda,Hyderabad,2017,3,26000.0,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,26.0
Hyundai i20 Active 1.2 SX,Hyundai,Coimbatore,2018,2,25166.0,Petrol,Manual,First,17.19,1197.0,81.86,5.0,8.22
Honda Amaze VX i-DTEC,Honda,Kolkata,2014,6,64000.0,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,3.5
Maruti Wagon R LXI,Maruti,Chennai,2004,16,61000.0,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1.25
Mahindra Verito 1.5 D4 BSIV,Mahindra,Hyderabad,2013,7,107000.0,Diesel,Manual,First,21.03,1461.0,65.0,5.0,3.7
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mercedes-Benz,Coimbatore,2018,2,29161.0,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.41
Maruti Wagon R VXI,Maruti,Kolkata,2013,7,32000.0,Petrol,Manual,First,22.5,998.0,67.04,5.0,2.65
Nissan Terrano XV Premium 110 PS Anniversary Edition,Nissan,Coimbatore,2015,5,46173.0,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,8.92
Maruti Swift VDI BSIV,Maruti,Delhi,2013,7,47000.0,Diesel,Manual,First,17.8,1248.0,,5.0,4.1
Mini Cooper Convertible S,Mini,Kochi,2017,3,26327.0,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,35.67
Ford Figo Diesel,Ford,Bangalore,2015,5,70436.0,Diesel,Manual,First,,1498.0,99.0,,3.6
Tata Indica V2 DLS BSII,Tata,Jaipur,2007,13,200000.0,Diesel,Manual,Second,17.2,1396.0,53.5,5.0,0.85
Chevrolet Beat LT,Chevrolet,Kochi,2016,4,60813.0,Petrol,Manual,Second,18.6,1199.0,76.8,5.0,3.32
Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Mumbai,2012,8,45000.0,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.6
Maruti Swift ZDi,Maruti,Hyderabad,2016,4,64000.0,Diesel,Manual,First,22.9,1248.0,74.0,5.0,6.8
Ford Figo Diesel EXI,Ford,Kolkata,2012,8,41284.0,Diesel,Manual,First,20.0,1399.0,68.05,5.0,2.5
Toyota Innova Crysta 2.8 GX AT,Toyota,Kochi,2019,1,14165.0,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.64
Hyundai Santa Fe 4x4 AT,Hyundai,Mumbai,2011,9,67000.0,Diesel,Automatic,Second,11.72,2199.0,194.3,7.0,7.0
Honda City i-VTEC V,Honda,Kolkata,2011,9,32572.0,Petrol,Manual,First,17.4,1497.0,117.3,5.0,3.87
Hyundai i20 1.2 Magna Executive,Hyundai,Kochi,2018,2,14960.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.27
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mercedes-Benz,Kochi,2015,5,55980.0,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,18.12
Chevrolet Beat Diesel LT,Chevrolet,Mumbai,2013,7,74000.0,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.65
Hyundai i20 Sportz 1.4 CRDi,Hyundai,Kochi,2015,5,56847.0,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7.2
Toyota Innova 2.5 Z Diesel 7 Seater,Toyota,Coimbatore,2015,5,121374.0,Diesel,Manual,First,12.99,2494.0,100.6,7.0,14.3
Maruti Ertiga VDI,Maruti,Chennai,2013,7,52000.0,Diesel,Manual,First,20.77,1248.0,88.76,7.0,6.9
Toyota Innova 2.5 V Diesel 7-seater,Toyota,Mumbai,2014,6,118000.0,Diesel,Manual,First,12.8,2494.0,102.0,7.0,10.75
Hyundai Santro Xing XO eRLX Euro II,Hyundai,Mumbai,2007,13,72000.0,Petrol,Manual,Third,17.0,1086.0,,5.0,0.95
Honda City i VTEC V,Honda,Kochi,2016,4,33915.0,Petrol,Manual,First,17.8,1497.0,117.3,5.0,8.09
BMW X1 sDrive20d,BMW,Ahmedabad,2014,6,82002.0,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,18.5
Hyundai Grand i10 CRDi Era,Hyundai,Mumbai,2017,3,33000.0,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.75
Maruti Ciaz 1.3 Alpha,Maruti,Chennai,2016,4,34000.0,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.45
Skoda Rapid Leisure 1.6 TDI MT,Skoda,Kolkata,2012,8,55000.0,Diesel,Manual,First,20.5,1598.0,103.6,5.0,3.5
Hyundai Accent CRDi,Hyundai,Kochi,2006,14,160538.0,Diesel,Manual,First,13.1,1493.0,82.0,5.0,1.8
Volkswagen Polo GT 1.5 TDI,Volkswagen,Jaipur,2014,6,60000.0,Diesel,Manual,Second,19.91,1498.0,103.6,5.0,3.7
Honda Jazz 1.2 VX i VTEC,Honda,Coimbatore,2017,3,49575.0,Petrol,Manual,First,18.7,1199.0,88.7,5.0,7.17
Hyundai i10 Era,Hyundai,Jaipur,2010,10,83000.0,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1.75
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Hyundai,Kochi,2018,2,51346.0,Diesel,Automatic,First,16.38,1995.0,183.0,5.0,21.99
Toyota Innova Crysta 2.4 ZX MT,Toyota,Pune,2017,3,43000.0,Diesel,Manual,First,13.68,2393.0,147.8,7.0,18.65
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Maruti,Jaipur,2011,9,35000.0,Petrol,Manual,Third,19.7,796.0,35.0,5.0,1.85
Maruti Swift VXI BSIV,Maruti,Coimbatore,2017,3,27872.0,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,5.95
Hyundai Grand i10 Magna,Hyundai,Mumbai,2014,6,16514.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.75
Maruti Swift VDI,Maruti,Pune,2012,8,120000.0,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.75
Hyundai Verna CRDi 1.6 SX,Hyundai,Hyderabad,2008,12,143275.0,Diesel,Manual,First,22.0,1582.0,126.2,5.0,2.6
Hyundai Santro Xing XL,Hyundai,Hyderabad,2006,14,99000.0,Petrol,Manual,First,,1086.0,,5.0,1.75
Hyundai i20 1.2 Sportz,Hyundai,Mumbai,2010,10,52000.0,Petrol,Manual,First,17.0,1197.0,80.0,5.0,2.8
Mercedes-Benz GLE 350d,Mercedes-Benz,Coimbatore,2017,3,29819.0,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,61.29
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Mercedes-Benz,Bangalore,2014,6,57000.0,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,18.0
Maruti Ritz ZDi,Maruti,Hyderabad,2014,6,88500.0,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.35
Hyundai Creta 1.6 CRDi SX,Hyundai,Bangalore,2016,4,28000.0,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.75
Maruti A-Star Vxi,Maruti,Pune,2010,10,67000.0,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.0
Renault Duster 110PS Diesel RXZ Option,Renault,Delhi,2016,4,26000.0,Diesel,Manual,First,19.64,1461.0,108.45,5.0,10.0
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Fiat,Delhi,2010,10,120000.0,Diesel,Manual,First,17.8,1248.0,76.0,5.0,1.65
BMW X3 xDrive30d M Sport,BMW,Coimbatore,2017,3,51982.0,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,45.77
Hyundai i10 Sportz,Hyundai,Bangalore,2010,10,36000.0,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,3.25
Toyota Innova 2.5 G4 Diesel 7-seater,Toyota,Pune,2016,4,47000.0,Diesel,Manual,First,12.8,2494.0,102.0,7.0,12.8
Maruti Zen VXI BSII,Maruti,Mumbai,2002,18,60000.0,Petrol,Manual,Third,17.3,993.0,60.0,5.0,0.55
Maruti Swift VDI,Maruti,Hyderabad,2018,2,31025.0,Diesel,Manual,First,28.4,1248.0,74.0,5.0,7.15
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Mahindra,Pune,2013,7,105000.0,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,7.0
Tata Zest Quadrajet 1.3 75PS XE,Tata,Pune,2017,3,121900.0,Diesel,Manual,First,22.95,1248.0,74.0,5.0,3.75
Ford EcoSport 1.0 Ecoboost Titanium Plus,Ford,Mumbai,2017,3,22695.0,Petrol,Manual,First,18.88,999.0,123.24,5.0,8.5
Maruti Swift Dzire ZDI,Maruti,Jaipur,2012,8,73000.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.35
Maruti Alto 800 LXI,Maruti,Kochi,2016,4,32227.0,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.26
Honda City 1.5 S MT,Honda,Jaipur,2011,9,55000.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4.21
Audi Q7 3.0 TDI Quattro Technology,Audi,Kochi,2018,2,11287.0,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,70.36
Skoda Laura 1.9 TDI AT Ambiente,Skoda,Mumbai,2009,11,48000.0,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,2.95
Hyundai Verna 1.6 SX VTVT (O),Hyundai,Kochi,2012,8,54308.0,Petrol,Manual,First,17.1,1591.0,121.3,5.0,4.28
Honda City 1.5 V AT,Honda,Jaipur,2009,11,78442.0,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,3.57
Hyundai i20 Magna Optional 1.4 CRDi,Hyundai,Kolkata,2013,7,46000.0,Diesel,Manual,First,21.9,1396.0,88.8,5.0,3.11
Hyundai i20 Sportz AT 1.4,Hyundai,Coimbatore,2014,6,45051.0,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,5.96
Volkswagen Vento Diesel Highline,Volkswagen,Hyderabad,2011,9,69000.0,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.7
Honda City i VTEC VX,Honda,Ahmedabad,2014,6,49000.0,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.9
Tata Zest Quadrajet 1.3 75PS XE,Tata,Pune,2018,2,45000.0,Diesel,Manual,First,22.95,1248.0,74.0,5.0,5.25
BMW 5 Series 2003-2012 520d,BMW,Pune,2015,5,64000.0,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,28.0
Maruti Wagon R LXI Minor,Maruti,Delhi,2009,11,60000.0,Petrol,Manual,First,18.9,1061.0,67.0,5.0,1.35
Honda Jazz VX,Honda,Delhi,2015,5,62178.0,Petrol,Manual,First,18.2,1199.0,88.7,5.0,4.85
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Volkswagen,Coimbatore,2012,8,58006.0,Diesel,Manual,First,15.0,1896.0,105.0,5.0,6.7
Hyundai i10 Magna 1.2,Hyundai,Hyderabad,2010,10,74000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.1
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mercedes-Benz,Kochi,2015,5,77771.0,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,18.64
Hyundai i10 Magna 1.2 iTech SE,Hyundai,Pune,2012,8,45275.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.8
Toyota Innova Crysta 2.4 ZX MT,Toyota,Chennai,2016,4,48000.0,Diesel,Manual,First,13.68,2393.0,147.8,7.0,20.25
Audi A6 2011-2015 2.0 TDI Technology,Audi,Kochi,2015,5,31652.0,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,26.78
Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,Hyderabad,2010,10,109000.0,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,8.26
Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,Mumbai,2015,5,31978.0,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.89
Maruti Alto K10 LXI,Maruti,Hyderabad,2011,9,70000.0,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.1
Honda City i-VTEC CVT ZX,Honda,Mumbai,2017,3,15000.0,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,12.69
Tata Indigo LX,Tata,Coimbatore,2013,7,59138.0,Diesel,Manual,First,17.0,1405.0,70.0,5.0,2.58
Audi A6 2011-2015 2.0 TDI Premium Plus,Audi,Kochi,2014,6,61726.0,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,20.77
Mercedes-Benz GLA Class 200 CDI SPORT,Mercedes-Benz,Delhi,2015,5,48000.0,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,20.26
Hyundai Santro Xing XL,Hyundai,Chennai,2006,14,58000.0,Petrol,Manual,Second,,1086.0,,5.0,1.5
Maruti Swift VDI BSIV,Maruti,Kolkata,2011,9,60020.0,Diesel,Manual,First,17.8,1248.0,,5.0,2.5
Maruti Celerio VXI AT,Maruti,Hyderabad,2014,6,77815.0,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.25
Mercedes-Benz GLE 250d,Mercedes-Benz,Hyderabad,2017,3,29000.0,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,57.0
Land Rover Range Rover HSE Dynamic,Land,Delhi,2017,3,44000.0,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,44.0
Volkswagen Vento Diesel Trendline,Volkswagen,Hyderabad,2011,9,108626.0,Diesel,Manual,First,20.54,1598.0,103.6,5.0,3.65
Maruti Omni 8 Seater BSIV,Maruti,Hyderabad,2012,8,71791.0,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.05
Honda Brio 1.2 VX MT,Honda,Kochi,2012,8,91931.0,Petrol,Manual,First,18.5,1198.0,86.8,5.0,3.13
Tata Sumo Delux,Tata,Hyderabad,2000,20,158000.0,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,1.5
Tata Indica Vista Aura 1.3 Quadrajet,Tata,Pune,2012,8,91183.0,Diesel,Manual,First,18.0,1248.0,75.0,5.0,2.85
Maruti Wagon R LXI BS IV,Maruti,Delhi,2012,8,65000.0,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.65
Mahindra XUV500 W8 4WD,Mahindra,Hyderabad,2015,5,88428.0,Diesel,Manual,First,16.0,2179.0,140.0,7.0,10.6
Tata Indigo LS Dicor,Tata,Pune,2008,12,138000.0,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,1.25
Maruti Ertiga Paseo VXI,Maruti,Mumbai,2018,2,18000.0,Petrol,Manual,First,16.02,1373.0,93.7,7.0,8.25
Honda Accord 2.4 A/T,Honda,Mumbai,2011,9,60000.0,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,4.45
Maruti Swift Dzire VDi,Maruti,Kolkata,2012,8,48000.0,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.7
Ford Fiesta EXi 1.4 TDCi Ltd,Ford,Hyderabad,2009,11,160000.0,Diesel,Manual,First,17.8,1399.0,68.0,5.0,2.8
Honda City ZX GXi,Honda,Kolkata,2008,12,40000.0,Petrol,Manual,First,17.7,1497.0,78.0,5.0,1.8
Audi A6 2011-2015 2.0 TDI Premium Plus,Audi,Kochi,2014,6,51495.0,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,21.95
BMW 6 Series 640d Gran Coupe,BMW,Mumbai,2011,9,30000.0,Diesel,Automatic,First,9.52,2993.0,313.0,4.0,49.0
Audi Q7 45 TDI Quattro Technology,Audi,Coimbatore,2017,3,97430.0,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,62.67
Maruti Zen Estilo LXI Green (CNG),Maruti,Pune,2008,12,42496.0,CNG,Manual,First,26.3,998.0,67.1,5.0,1.4
Hyundai i20 1.4 CRDi Asta,Hyundai,Pune,2012,8,83000.0,Diesel,Manual,First,23.0,1396.0,90.0,5.0,5.5
Hyundai i10 Sportz AT,Hyundai,Bangalore,2009,11,37000.0,Petrol,Automatic,Third,16.95,1197.0,78.9,5.0,2.95
Honda Jazz 1.2 V CVT i VTEC,Honda,Kochi,2016,4,28503.0,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,6.86
Maruti Swift VDI BSIV,Maruti,Hyderabad,2015,5,76496.0,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.15
Hyundai i20 Asta 1.2,Hyundai,Pune,2011,9,79152.0,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,3.3
Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,Kolkata,2011,9,32000.0,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.55
Maruti Alto LXi,Maruti,Ahmedabad,2009,11,35000.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5
Toyota Corolla H4,Toyota,Chennai,2004,16,105000.0,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,2.5
Maruti Alto LXi,Maruti,Chennai,2006,14,56000.0,Petrol,Manual,Second,19.7,796.0,46.3,5.0,1.4
Tata Manza ELAN Quadrajet BS IV,Tata,Pune,2012,8,73000.0,Diesel,Manual,First,21.12,1248.0,88.8,5.0,3.4
Maruti Alto LXi,Maruti,Pune,2012,8,38000.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.25
Skoda Octavia Ambition Plus 2.0 TDI AT,Skoda,Kolkata,2013,7,,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,7.5
Toyota Corolla H4,Toyota,Kolkata,2008,12,80000.0,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,2.8
Hyundai i20 Asta Option 1.2,Hyundai,Coimbatore,2016,4,24973.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.66
Maruti Vitara Brezza LDi,Maruti,Chennai,2016,4,45000.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.15
Honda City 1.5 V MT,Honda,Delhi,2010,10,87430.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.5
Tata Indica Vista Aqua 1.3 Quadrajet,Tata,Hyderabad,2014,6,133944.0,Diesel,Manual,Second,18.0,1248.0,75.0,5.0,3.5
Honda Amaze S i-Dtech,Honda,Kolkata,2013,7,57000.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.45
Hyundai EON D Lite Plus,Hyundai,Coimbatore,2016,4,27904.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.55
BMW 3 Series Luxury Line,BMW,Kochi,2015,5,30717.0,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,25.99
Hyundai Verna 1.6 SX,Hyundai,Bangalore,2012,8,80000.0,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.25
Tata Manza Club Class Quadrajet90 LS,Tata,Ahmedabad,2013,7,47304.0,Diesel,Manual,First,21.02,1248.0,88.8,5.0,2.9
Skoda Octavia RS,Skoda,Jaipur,2005,15,100000.0,Petrol,Automatic,First,14.45,1984.0,227.0,5.0,2.05
Maruti Alto K10 VXI,Maruti,Pune,2017,3,30000.0,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.75
Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,Mumbai,2014,6,68000.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.75
Chevrolet Spark 1.0 LS,Chevrolet,Kolkata,2011,9,21000.0,Petrol,Manual,Second,18.0,995.0,62.0,5.0,0.95
Jaguar XF 2.0 Diesel Portfolio,Jaguar,Hyderabad,2017,3,21000.0,Diesel,Automatic,First,19.33,1999.0,177.0,5.0,52.0
Honda CR-V RVi MT,Honda,Jaipur,2007,13,119000.0,Petrol,Manual,Third,13.1,1997.0,141.1,5.0,3.91
Skoda Superb L&K 1.8 TSI AT,Skoda,Kochi,2019,1,13747.0,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,27.3
Hyundai i10 Magna 1.2,Hyundai,Chennai,2009,11,,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.7
Maruti Swift LDI,Maruti,Delhi,2013,7,70000.0,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.5
Maruti Swift Dzire VXi AT,Maruti,Mumbai,2016,4,18000.0,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,6.2
Nissan Micra Diesel XV,Nissan,Chennai,2011,9,83000.0,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.75
Maruti Swift Dzire Tour LDI,Maruti,Mumbai,2015,5,130000.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.25
Ford Fiesta Classic 1.4 Duratorq CLXI,Ford,Pune,2012,8,63400.0,Diesel,Manual,First,17.8,1399.0,67.0,5.0,3.25
Maruti Zen LX,Maruti,Kolkata,2003,17,65000.0,Petrol,Manual,First,17.3,993.0,60.0,5.0,0.65
Mini Clubman Cooper S,Mini,Pune,2017,3,8350.0,Petrol,Manual,First,13.8,1998.0,192.0,5.0,35.0
Toyota Etios GD,Toyota,Kolkata,2014,6,45000.0,Diesel,Manual,First,23.59,1364.0,67.05,5.0,3.25
Maruti Alto 800 2016-2019 LXI,Maruti,Kolkata,2018,2,26200.0,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.9
Maruti Alto VXi,Maruti,Bangalore,2011,9,11000.0,Petrol,Manual,Third,18.9,796.0,47.0,5.0,2.9
BMW X5 3.0d,BMW,Bangalore,2009,11,90000.0,Diesel,Automatic,Second,11.0,2993.0,235.0,5.0,17.75
Nissan Teana XV,Nissan,Mumbai,2015,5,74000.0,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,8.25
Hyundai Grand i10 AT Asta,Hyundai,Coimbatore,2015,5,37081.0,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.77
Maruti Vitara Brezza ZDi Plus,Maruti,Hyderabad,2017,3,39000.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.49
Audi Q7 3.0 TDI Quattro Premium Plus,Audi,Mumbai,2008,12,99000.0,Diesel,Automatic,Third,12.07,2967.0,241.4,7.0,12.95
Mercedes-Benz GLA Class 200 CDI,Mercedes-Benz,Chennai,2015,5,38000.0,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,20.0
Maruti 800 AC,Maruti,Chennai,2007,13,72000.0,Petrol,Manual,Third,16.1,796.0,37.0,4.0,1.0
Renault Duster 85PS Diesel RxL,Renault,Chennai,2015,5,93000.0,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,7.1
Toyota Corolla Altis D-4D GL,Toyota,Mumbai,2017,3,5900.0,Diesel,Manual,First,21.43,1364.0,87.2,5.0,16.5
Mercedes-Benz New C-Class 220,Mercedes-Benz,Chennai,2014,6,25000.0,Diesel,Manual,First,15.8,2148.0,170.0,5.0,26.0
Maruti Ritz VDi,Maruti,Hyderabad,2010,10,68000.0,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,3.2
Honda BRV i-VTEC V CVT,Honda,Kochi,2017,3,35676.0,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,9.48
Hyundai Xcent 1.1 CRDi Base,Hyundai,Kochi,2015,5,74310.0,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.0
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Mercedes-Benz,Jaipur,2014,6,59364.0,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,26.5
Mercedes-Benz B Class B180,Mercedes-Benz,Kochi,2014,6,41380.0,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,11.77
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Mercedes-Benz,Bangalore,2017,3,33900.0,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,37.0
Honda City i VTEC VX Option,Honda,Mumbai,2016,4,28000.0,Petrol,Manual,First,17.8,1497.0,117.3,5.0,8.75
Hyundai Santro Xing XL eRLX Euro III,Hyundai,Hyderabad,2007,13,50958.0,Petrol,Manual,First,17.0,1086.0,,5.0,1.95
Honda City 1.5 S MT,Honda,Chennai,2011,9,93982.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.75
Hyundai Verna Transform VTVT,Hyundai,Pune,2010,10,95000.0,Petrol,Manual,First,16.2,1599.0,103.2,5.0,2.5
